window_id,source_video,scene,true_label,pred_label,confidence,max_hip_velocity,torso_angle_range,low_visibility_frac,max_attention_frame,max_attention_near_edge,bucket,notes
79,Coffee_room_01/video (16),Coffee_room_01,1,0,0.5098009705543518,0.0142967356368899,0.0848065614700317,0.1696969696969697,2,False,subtle_fall_motion,true fall but hip velocity (0.0143) is below the misclassified-set median — a slow/controlled fall (e.g. sliding down) that doesn't look like the fast falls in training
106,Coffee_room_01/video (17),Coffee_room_01,1,0,0.4642933309078216,0.0216441303491592,0.1942986249923706,0.0535353535353535,1,True,window_boundary,model's peak attention frame is at the window start — the decisive motion is likely cut by the sliding-window boundary
107,Coffee_room_01/video (17),Coffee_room_01,1,0,0.3575113117694855,0.0216441303491592,0.0906754732131958,0.0787878787878787,0,True,window_boundary,model's peak attention frame is at the window start — the decisive motion is likely cut by the sliding-window boundary
108,Coffee_room_01/video (17),Coffee_room_01,1,0,0.4023205935955047,0.01484858058393,0.0546029806137084,0.104040404040404,1,True,window_boundary,model's peak attention frame is at the window start — the decisive motion is likely cut by the sliding-window boundary
151,Coffee_room_01/video (22),Coffee_room_01,0,1,0.8150685429573059,0.0126005671918392,0.0373601913452148,0.1939393939393939,3,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
152,Coffee_room_01/video (22),Coffee_room_01,0,1,0.7675607800483704,0.0126005671918392,0.0314943790435791,0.2252525252525252,3,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
153,Coffee_room_01/video (22),Coffee_room_01,0,1,0.7644882202148438,0.0044202399440109,0.0314943790435791,0.2404040404040404,3,False,occlusion,"person off-frame/occluded for 24% of window frames, pose landmarks unreliable"
154,Coffee_room_01/video (22),Coffee_room_01,0,1,0.7356370687484741,0.003471011063084,0.0126724243164062,0.2555555555555555,2,False,occlusion,"person off-frame/occluded for 26% of window frames, pose landmarks unreliable"
155,Coffee_room_01/video (22),Coffee_room_01,0,1,0.6873092651367188,0.0024145464412868,0.0126724243164062,0.2666666666666666,2,False,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
156,Coffee_room_01/video (22),Coffee_room_01,0,1,0.676558792591095,0.0024145464412868,0.0067546367645263,0.2696969696969697,2,False,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
157,Coffee_room_01/video (22),Coffee_room_01,0,1,0.664014995098114,0.0024145464412868,0.0067546367645263,0.2646464646464646,2,False,occlusion,"person off-frame/occluded for 26% of window frames, pose landmarks unreliable"
158,Coffee_room_01/video (22),Coffee_room_01,0,1,0.6561558842658997,0.0024145464412868,0.0067546367645263,0.2595959595959596,2,False,occlusion,"person off-frame/occluded for 26% of window frames, pose landmarks unreliable"
159,Coffee_room_01/video (22),Coffee_room_01,0,1,0.6587473750114441,0.0024389396421611,0.007981538772583,0.2545454545454545,2,False,occlusion,"person off-frame/occluded for 25% of window frames, pose landmarks unreliable"
160,Coffee_room_01/video (22),Coffee_room_01,0,1,0.6552674174308777,0.0024389396421611,0.0070011615753173,0.2494949494949495,2,False,occlusion,"person off-frame/occluded for 25% of window frames, pose landmarks unreliable"
161,Coffee_room_01/video (22),Coffee_room_01,0,1,0.6666355729103088,0.0024389396421611,0.0073881149291992,0.2444444444444444,2,False,occlusion,"person off-frame/occluded for 24% of window frames, pose landmarks unreliable"
162,Coffee_room_01/video (22),Coffee_room_01,0,1,0.6620970368385315,0.0024389396421611,0.0113866329193115,0.2424242424242424,2,False,occlusion,"person off-frame/occluded for 24% of window frames, pose landmarks unreliable"
212,Coffee_room_01/video (23),Coffee_room_01,0,1,0.5503140687942505,0.0109324427321553,0.2427340745925903,0.3212121212121212,1,True,occlusion,"person off-frame/occluded for 32% of window frames, pose landmarks unreliable"
242,Coffee_room_01/video (25),Coffee_room_01,1,0,0.2109460979700088,0.0418021045625209,0.1916301697492599,0.1666666666666666,28,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
251,Coffee_room_01/video (25),Coffee_room_01,1,0,0.452085018157959,0.0113415224477648,0.3617217540740967,0.0434343434343434,1,True,window_boundary,model's peak attention frame is at the window start — the decisive motion is likely cut by the sliding-window boundary
252,Coffee_room_01/video (25),Coffee_room_01,1,0,0.5305330157279968,0.0106545323505997,0.1789314746856689,0.0181818181818181,1,True,window_boundary,model's peak attention frame is at the window start — the decisive motion is likely cut by the sliding-window boundary
253,Coffee_room_01/video (25),Coffee_room_01,1,0,0.4136461317539215,0.0106545323505997,0.1549782752990722,0.0,1,True,window_boundary,model's peak attention frame is at the window start — the decisive motion is likely cut by the sliding-window boundary
254,Coffee_room_01/video (25),Coffee_room_01,1,0,0.440603107213974,0.0106545323505997,0.0599610805511474,0.0,1,True,window_boundary,model's peak attention frame is at the window start — the decisive motion is likely cut by the sliding-window boundary
256,Coffee_room_01/video (25),Coffee_room_01,0,1,0.6010174751281738,0.002588115632534,0.0341720581054687,0.0,2,False,borderline_confidence,"confidence (0.60) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
257,Coffee_room_01/video (25),Coffee_room_01,0,1,0.6107593178749084,0.002453543478623,0.0209486484527587,0.0,2,False,borderline_confidence,"confidence (0.61) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
258,Coffee_room_01/video (25),Coffee_room_01,0,1,0.6141911745071411,0.0014967591268941,0.0144429206848144,0.0,2,False,borderline_confidence,"confidence (0.61) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
259,Coffee_room_01/video (25),Coffee_room_01,0,1,0.6135666966438293,0.0014967591268941,0.0063135623931884,0.0,2,False,borderline_confidence,"confidence (0.61) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
260,Coffee_room_01/video (25),Coffee_room_01,0,1,0.6013802289962769,0.0013089347630739,0.0046942234039306,0.0,2,False,borderline_confidence,"confidence (0.60) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
261,Coffee_room_01/video (25),Coffee_room_01,0,1,0.6021894216537476,0.0013089347630739,0.0047037601470947,0.0,2,False,borderline_confidence,"confidence (0.60) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
262,Coffee_room_01/video (25),Coffee_room_01,0,1,0.6012386679649353,0.0008693481213413,0.0049488544464111,0.0,2,False,borderline_confidence,"confidence (0.60) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
263,Coffee_room_01/video (25),Coffee_room_01,0,1,0.6029458045959473,0.0008693481213413,0.003713846206665,0.0,2,False,borderline_confidence,"confidence (0.60) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
264,Coffee_room_01/video (25),Coffee_room_01,0,1,0.6059072613716125,0.0008693481213413,0.001399278640747,0.0,2,False,borderline_confidence,"confidence (0.61) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
265,Coffee_room_01/video (25),Coffee_room_01,0,1,0.6065195202827454,0.0013188945595175,0.0023794174194335,0.0,2,False,borderline_confidence,"confidence (0.61) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
266,Coffee_room_01/video (25),Coffee_room_01,0,1,0.6096585392951965,0.0015939058503136,0.002575397491455,0.0,2,False,borderline_confidence,"confidence (0.61) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
386,Coffee_room_01/video (47),Coffee_room_01,1,0,0.0539668537676334,0.0085027879104018,0.2767882645130157,0.1353535353535353,29,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
397,Coffee_room_01/video (47),Coffee_room_01,1,0,0.3913176655769348,0.0165601447224617,0.1043450832366943,0.2868686868686869,1,True,occlusion,"person off-frame/occluded for 29% of window frames, pose landmarks unreliable"
398,Coffee_room_01/video (47),Coffee_room_01,1,0,0.4504492878913879,0.0155381523072719,0.0795096158981323,0.2919191919191919,1,True,occlusion,"person off-frame/occluded for 29% of window frames, pose landmarks unreliable"
460,Coffee_room_02/video (49),Coffee_room_02,0,1,0.5979394912719727,0.0038699926808476,0.0910069644451141,0.1969696969696969,29,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
461,Coffee_room_02/video (49),Coffee_room_02,0,1,0.775501549243927,0.0037309492472559,0.1032658442854881,0.1767676767676767,27,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
462,Coffee_room_02/video (49),Coffee_room_02,0,1,0.8372048139572144,0.0037309492472559,0.1316300481557846,0.1565656565656565,22,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
463,Coffee_room_02/video (49),Coffee_room_02,0,1,0.847543478012085,0.0035249874927103,0.1715354323387146,0.1484848484848485,17,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
464,Coffee_room_02/video (49),Coffee_room_02,0,1,0.8553098440170288,0.0050645763985812,0.1888770461082458,0.1575757575757575,12,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
465,Coffee_room_02/video (49),Coffee_room_02,0,1,0.847661018371582,0.0062016751617193,0.2018923312425613,0.1747474747474747,7,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
466,Coffee_room_02/video (49),Coffee_room_02,0,1,0.7460224032402039,0.0062016751617193,0.1954911202192306,0.1888888888888888,7,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
482,Coffee_room_02/video (49),Coffee_room_02,0,1,0.5921444892883301,0.0022567389532923,0.0836246758699417,0.0515151515151515,29,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
498,Coffee_room_02/video (49),Coffee_room_02,0,1,0.9781773090362548,0.0108033036813139,0.3434315919876098,0.0717171717171717,11,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
499,Coffee_room_02/video (49),Coffee_room_02,0,1,0.97696191072464,0.0108033036813139,0.2273066043853759,0.0898989898989899,12,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
513,Coffee_room_02/video (52),Coffee_room_02,0,1,0.960054337978363,0.0131162777543067,0.2792109251022339,0.0151515151515151,27,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
514,Coffee_room_02/video (52),Coffee_room_02,0,1,0.9854023456573486,0.0350814312696456,0.9267757534980774,0.0222222222222222,24,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0351, torso_range=0.93) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
515,Coffee_room_02/video (52),Coffee_room_02,0,1,0.9879485368728638,0.0367249138653278,1.3647123575210571,0.0202020202020202,19,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0367, torso_range=1.36) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
516,Coffee_room_02/video (52),Coffee_room_02,0,1,0.9867300987243652,0.0367249138653278,1.3813623189926147,0.0363636363636363,14,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0367, torso_range=1.38) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
517,Coffee_room_02/video (52),Coffee_room_02,0,1,0.984565019607544,0.0367249138653278,1.3813623189926147,0.0575757575757575,9,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0367, torso_range=1.38) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
518,Coffee_room_02/video (52),Coffee_room_02,0,1,0.9826091527938844,0.0367249138653278,1.3861438035964966,0.0828282828282828,7,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0367, torso_range=1.39) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
519,Coffee_room_02/video (52),Coffee_room_02,0,1,0.959104299545288,0.0367249138653278,1.0101064443588257,0.1111111111111111,6,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0367, torso_range=1.01) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
520,Coffee_room_02/video (52),Coffee_room_02,0,1,0.6830268502235413,0.0367249138653278,0.3887964487075805,0.1333333333333333,2,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
569,Coffee_room_02/video (58),Coffee_room_02,1,0,0.3435672521591186,0.0088632758706808,0.3082246780395508,0.0,29,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
579,Coffee_room_02/video (58),Coffee_room_02,1,0,0.5172796249389648,0.0132860001176595,0.1045054197311401,0.1515151515151515,2,False,subtle_fall_motion,true fall but hip velocity (0.0133) is below the misclassified-set median — a slow/controlled fall (e.g. sliding down) that doesn't look like the fast falls in training
580,Coffee_room_02/video (58),Coffee_room_02,1,0,0.5246209502220154,0.0131731089204549,0.0863183736801147,0.1515151515151515,3,False,subtle_fall_motion,true fall but hip velocity (0.0132) is below the misclassified-set median — a slow/controlled fall (e.g. sliding down) that doesn't look like the fast falls in training
581,Coffee_room_02/video (58),Coffee_room_02,0,1,0.5890876650810242,0.0014336861204355,0.0287840366363525,0.1515151515151515,3,False,borderline_confidence,"confidence (0.59) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
582,Coffee_room_02/video (58),Coffee_room_02,0,1,0.5966112017631531,0.0014336861204355,0.022746205329895,0.1515151515151515,3,False,borderline_confidence,"confidence (0.60) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
583,Coffee_room_02/video (58),Coffee_room_02,0,1,0.5945046544075012,0.0018253799062222,0.015978455543518,0.1515151515151515,3,False,borderline_confidence,"confidence (0.59) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
584,Coffee_room_02/video (58),Coffee_room_02,0,1,0.5855218172073364,0.0018253799062222,0.0064641237258911,0.1515151515151515,3,False,borderline_confidence,"confidence (0.59) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
585,Coffee_room_02/video (58),Coffee_room_02,0,1,0.5736796855926514,0.0018253799062222,0.0054095983505249,0.1515151515151515,3,False,borderline_confidence,"confidence (0.57) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
586,Coffee_room_02/video (58),Coffee_room_02,0,1,0.5838910341262817,0.0018253799062222,0.0047485828399658,0.1515151515151515,3,False,borderline_confidence,"confidence (0.58) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
587,Coffee_room_02/video (58),Coffee_room_02,0,1,0.5850959420204163,0.0018253799062222,0.0055850744247436,0.1515151515151515,3,False,borderline_confidence,"confidence (0.59) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
588,Coffee_room_02/video (58),Coffee_room_02,0,1,0.5814756155014038,0.0018253799062222,0.0061292648315429,0.1515151515151515,3,False,borderline_confidence,"confidence (0.58) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
589,Coffee_room_02/video (58),Coffee_room_02,0,1,0.5858140587806702,0.0025764456950128,0.0061292648315429,0.1515151515151515,3,False,borderline_confidence,"confidence (0.59) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
590,Coffee_room_02/video (58),Coffee_room_02,0,1,0.582911491394043,0.0025764456950128,0.0061527490615844,0.1515151515151515,3,False,borderline_confidence,"confidence (0.58) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
591,Coffee_room_02/video (58),Coffee_room_02,0,1,0.6044965386390686,0.0025764456950128,0.0097671747207641,0.1515151515151515,3,False,borderline_confidence,"confidence (0.60) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
592,Coffee_room_02/video (58),Coffee_room_02,0,1,0.5964025855064392,0.0025764456950128,0.0097671747207641,0.1515151515151515,3,False,borderline_confidence,"confidence (0.60) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
593,Coffee_room_02/video (58),Coffee_room_02,0,1,0.5924313068389893,0.0025764456950128,0.0097671747207641,0.1515151515151515,3,False,borderline_confidence,"confidence (0.59) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
594,Coffee_room_02/video (58),Coffee_room_02,0,1,0.6074824333190918,0.0025764456950128,0.0097671747207641,0.1515151515151515,3,False,borderline_confidence,"confidence (0.61) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
614,Home_01/video (17),Home_01,0,1,0.5824662446975708,0.0449402630329132,0.3642641603946686,0.3616161616161616,23,False,occlusion,"person off-frame/occluded for 36% of window frames, pose landmarks unreliable"
615,Home_01/video (17),Home_01,0,1,0.6448695063591003,0.0449402630329132,0.3095682263374328,0.3474747474747475,9,False,occlusion,"person off-frame/occluded for 35% of window frames, pose landmarks unreliable"
616,Home_01/video (17),Home_01,0,1,0.6878260374069214,0.0449402630329132,0.2682661414146423,0.3323232323232323,4,False,occlusion,"person off-frame/occluded for 33% of window frames, pose landmarks unreliable"
617,Home_01/video (17),Home_01,0,1,0.6874507665634155,0.0577133111655712,0.2768270969390869,0.3161616161616161,8,False,occlusion,"person off-frame/occluded for 32% of window frames, pose landmarks unreliable"
618,Home_01/video (17),Home_01,0,1,0.7270378470420837,0.0577133111655712,0.2815931439399719,0.2919191919191919,3,False,occlusion,"person off-frame/occluded for 29% of window frames, pose landmarks unreliable"
619,Home_01/video (17),Home_01,0,1,0.7255687117576599,0.0577133111655712,0.1295618414878845,0.2676767676767677,21,False,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
629,Home_01/video (17),Home_01,0,1,0.7997445464134216,0.066966027021408,0.3777301609516144,0.303030303030303,10,False,occlusion,"person off-frame/occluded for 30% of window frames, pose landmarks unreliable"
630,Home_01/video (17),Home_01,0,1,0.7637678980827332,0.066966027021408,0.241050124168396,0.303030303030303,5,False,occlusion,"person off-frame/occluded for 30% of window frames, pose landmarks unreliable"
656,Home_01/video (2),Home_01,1,0,0.2952480614185333,0.0311673283576965,0.5207370519638062,0.1828282828282828,29,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
665,Home_01/video (2),Home_01,1,0,0.4011898040771484,0.0918758660554885,0.0525989532470703,0.103030303030303,1,True,window_boundary,model's peak attention frame is at the window start — the decisive motion is likely cut by the sliding-window boundary
681,Home_01/video (22),Home_01,0,1,0.5508424043655396,0.0618104711174964,0.0910110473632812,0.2747474747474747,3,False,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
684,Home_01/video (22),Home_01,0,1,0.6259981989860535,0.0618104711174964,3.133415937423706,0.2424242424242424,0,True,occlusion,"person off-frame/occluded for 24% of window frames, pose landmarks unreliable"
685,Home_01/video (22),Home_01,0,1,0.6873234510421753,0.0257527418434619,3.133415937423706,0.2444444444444444,4,False,occlusion,"person off-frame/occluded for 24% of window frames, pose landmarks unreliable"
693,Home_01/video (22),Home_01,0,1,0.6090116500854492,0.0121455807238817,0.4216019809246063,0.2424242424242424,29,True,occlusion,"person off-frame/occluded for 24% of window frames, pose landmarks unreliable"
713,Home_01/video (22),Home_01,0,1,0.9329679608345032,0.1123370230197906,1.5181872844696045,0.0222222222222222,3,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.1123, torso_range=1.52) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
752,Home_01/video (28),Home_01,1,0,0.1728462278842926,0.0115732103586196,0.6477472186088562,0.1646464646464646,29,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
760,Home_01/video (28),Home_01,0,1,0.5554474592208862,0.0767448097467422,0.4106168746948242,0.0919191919191919,2,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0767, torso_range=0.41) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
761,Home_01/video (28),Home_01,0,1,0.5931248664855957,0.0767448097467422,0.2880986928939819,0.0666666666666666,2,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0767, torso_range=0.29) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
780,Home_01/video (6),Home_01,1,0,0.4994875490665436,0.0408540219068527,0.2760777771472931,0.1686868686868687,28,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
789,Home_01/video (6),Home_01,1,0,0.4140281975269317,0.0240595415234565,0.2276810407638549,0.1515151515151515,0,True,window_boundary,model's peak attention frame is at the window start — the decisive motion is likely cut by the sliding-window boundary
795,Home_02/video (32),Home_02,0,1,0.9295341372489928,0.067307598888874,0.4857045412063598,0.0131313131313131,12,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0673, torso_range=0.49) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
796,Home_02/video (32),Home_02,0,1,0.9140750169754028,0.067307598888874,0.5385333299636841,0.0181818181818181,7,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0673, torso_range=0.54) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
797,Home_02/video (32),Home_02,0,1,0.7371841669082642,0.067307598888874,0.6536493301391602,0.0222222222222222,4,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0673, torso_range=0.65) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
807,Home_02/video (32),Home_02,1,0,0.1606688946485519,0.031629528850317,0.388768196105957,0.1787878787878788,29,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
815,Home_02/video (32),Home_02,0,1,0.7341244220733643,0.0253142602741718,1.0338964462280271,0.1434343434343434,3,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0253, torso_range=1.03) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
902,Home_02/video (50),Home_02,0,1,0.5683014392852783,0.0149756278842687,0.1856258660554886,0.0777777777777777,29,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
905,Home_02/video (50),Home_02,0,1,0.7873504161834717,0.0168236661702394,2.7210686206817627,0.1676767676767676,29,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
906,Home_02/video (50),Home_02,0,1,0.8093274831771851,0.0210311319679021,2.8148767948150635,0.1959595959595959,24,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0210, torso_range=2.81) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
941,Home_02/video (52),Home_02,0,1,0.6181579828262329,0.06217522919178,0.3806991875171661,0.005050505050505,26,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0622, torso_range=0.38) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1053,Lecture_room/video (14),Lecture_room,0,1,0.6233758330345154,0.0185871291905641,0.6679919958114624,0.2666666666666666,29,True,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
1054,Lecture_room/video (14),Lecture_room,0,1,0.8336939215660095,0.0220346339046955,0.6615073084831238,0.2666666666666666,25,False,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
1055,Lecture_room/video (14),Lecture_room,0,1,0.8969686627388,0.030027562752366,0.674680233001709,0.2707070707070707,23,False,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
1056,Lecture_room/video (14),Lecture_room,0,1,0.9131439924240112,0.030027562752366,0.6142809391021729,0.2727272727272727,20,False,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
1057,Lecture_room/video (14),Lecture_room,0,1,0.9150131344795228,0.0376704707741737,0.4373222291469574,0.2727272727272727,15,False,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
1058,Lecture_room/video (14),Lecture_room,0,1,0.9044360518455504,0.0376704707741737,0.2210935354232788,0.2727272727272727,11,False,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
1059,Lecture_room/video (14),Lecture_room,0,1,0.8605546355247498,0.0376704707741737,0.150994598865509,0.2727272727272727,6,False,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
1060,Lecture_room/video (14),Lecture_room,0,1,0.8002622127532959,0.0376704707741737,0.1277787089347839,0.2727272727272727,14,False,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
1061,Lecture_room/video (14),Lecture_room,0,1,0.7781099677085876,0.0376704707741737,0.1277787089347839,0.2727272727272727,11,False,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
1062,Lecture_room/video (14),Lecture_room,0,1,0.6306772828102112,0.0376704707741737,0.2161605954170227,0.2727272727272727,8,False,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
1077,Lecture_room/video (14),Lecture_room,0,1,0.8309325575828552,0.1321969032287597,0.9665619134902954,0.2666666666666666,25,False,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
1078,Lecture_room/video (14),Lecture_room,0,1,0.8137900233268738,0.1321969032287597,1.4712638854980469,0.2454545454545454,20,False,occlusion,"person off-frame/occluded for 25% of window frames, pose landmarks unreliable"
1079,Lecture_room/video (14),Lecture_room,0,1,0.7766752243041992,0.1321969032287597,1.4712638854980469,0.2252525252525252,15,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.1322, torso_range=1.47) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1080,Lecture_room/video (14),Lecture_room,0,1,0.7370495796203613,0.1321969032287597,1.5536702871322632,0.205050505050505,10,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.1322, torso_range=1.55) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
